# Time (s)
0.023361
# Mem(KB) tseries,means,norms,df,dg,profile,profileIndex,Total(MB)
0.78,0.76,0.76,0.76,0.76,0.76,0.76,0.01
# Profile Length
97
# i,tseries,profile,index
0,-1.15009999999999990,0.25505590316455284,62
1,-1.15369999999999995,0.16214061340674185,11
2,-1.15769999999999995,0.51286193337367736,81
3,-1.10359999999999991,0.57738485492194835,85
4,-1.13789999999999991,0.26537931866622783,88
5,-1.15559999999999996,0.34993002593940714,89
6,-1.11820000000000008,0.51501546659652242,21
7,-1.04459999999999997,0.29156836052564999,13
8,-1.07590000000000008,0.31149374057599910,45
9,-1.04370000000000007,0.10983610020734957,78
10,-1.08699999999999997,0.25937332124655588,79
11,-1.28810000000000002,0.16214061340674185,1
12,-1.29360000000000008,0.54410776938109484,6
13,-1.24910000000000010,0.29156836052564999,7
14,-1.27919999999999989,0.53102967001526757,81
15,-1.24429999999999996,0.77605301762309220,51
16,-1.28340000000000010,0.17317991209282110,63
17,-1.29990000000000006,0.27100252027506594,38
18,-1.21680000000000010,0.14347912503103161,88
19,-1.21209999999999996,0.09010746478346394,39
20,-1.18379999999999996,0.42935803301008207,1
21,-1.09820000000000007,0.51501546659652242,6
22,-0.54498999999999997,1.18640507346053359,68
23,-0.87970000000000004,0.24450321698108157,28
24,-0.67108999999999996,0.15161949247273412,89
25,-0.51644999999999996,0.27856296264449731,17
26,-0.24421999999999999,0.32958538162622630,42
27,-0.26008999999999999,0.21280485503329630,72
28,-0.19708999999999999,0.24450321698108157,23
29,-0.13583000000000001,0.24903597084744386,24
30,-0.08462799999999999,0.15733715346063062,87
31,0.04246100000000000,0.07361337529752342,93
32,0.05598800000000000,0.13309813230388379,94
33,0.35402000000000000,0.08062025311843414,69
34,0.38386999999999999,0.51844460197896136,45
35,0.36862000000000000,0.31975516820508415,65
36,0.70564000000000004,0.37588650342250773,10
37,-0.89215000000000000,0.07415496197910620,93
38,-0.90398000000000001,0.24151549808461031,94
39,-0.28478999999999999,0.09010746478346394,19
40,-0.19500999999999999,0.15052048041955993,31
41,-0.10863000000000000,0.15966112931552887,32
42,0.73107999999999995,0.32958538162622630,26
43,0.73301000000000005,0.26196960381701045,73
44,0.75353000000000003,0.24039765518312947,41
45,0.77298999999999995,0.31149374057599910,8
46,0.77212000000000003,0.22991263383642485,51
47,0.77080000000000004,0.21871572051592103,52
48,0.72870999999999997,0.38963679847104388,8
49,0.89627000000000001,0.23292251416600940,9
50,0.72606999999999999,0.23318823876594710,82
51,0.35120000000000001,0.18837180939656031,62
52,0.31738000000000000,0.21871572051592103,47
53,0.26816000000000001,0.08873054094503528,81
54,0.52776999999999996,0.36281344914353886,58
55,0.28147000000000000,0.24425162445693055,9
56,0.23785999999999999,0.30582917100964718,83
57,0.08365700000000000,0.26896837329280565,84
58,0.10611000000000000,0.36281344914353886,54
59,-0.06751799999999999,0.39714156220997016,49
60,-0.17873000000000000,0.27185723836589698,83
61,-0.28029999999999999,0.36375710682154516,75
62,-0.32516000000000000,0.18837180939656031,51
63,-0.52273999999999998,0.17317991209282110,16
64,-0.63346000000000002,0.20906458508810336,74
65,0.52105999999999997,0.20543138164133157,78
66,0.53290000000000004,0.20634230456266220,79
67,-1.31030000000000002,0.23047814418038140,79
68,-1.33410000000000006,1.18640507346053359,22
69,-1.33980000000000010,0.08062025311843414,33
70,-1.33460000000000001,0.08192105753406458,91
71,-1.33590000000000009,0.34510639551649758,27
72,-1.20940000000000003,0.21280485503329630,27
73,-1.16240000000000010,0.26196960381701045,43
74,-1.08250000000000002,0.20906458508810336,64
75,-1.03810000000000002,0.29161981808267479,57
76,-1.03000000000000003,0.37200591418052059,50
77,-1.12129999999999996,0.37198220930921233,45
78,-1.15060000000000007,0.10983610020734957,9
79,-1.17320000000000002,0.20634230456266220,66
80,-1.33240000000000003,0.58223332357179580,13
81,-1.34470000000000001,0.08873054094503528,53
82,-1.32479999999999998,0.23318823876594710,50
83,-1.34289999999999998,0.27185723836589698,60
84,-1.34729999999999994,0.26896837329280565,57
85,-1.34719999999999995,0.57738485492194835,3
86,-1.35470000000000002,0.79810130720461037,16
87,-1.36290000000000000,0.03704671667037894,90
88,-1.34729999999999994,0.14347912503103161,18
89,-1.34959999999999991,0.15161949247273412,24
90,-1.31679999999999997,0.03704671667037894,87
91,-1.24570000000000003,0.08192105753406458,70
92,-1.25770000000000004,0.11190150493611160,39
93,-1.09969999999999990,0.07361337529752342,31
94,-1.03919999999999990,0.13309813230388379,32
95,0.58003000000000005,0.39116248999497594,44
96,0.83814999999999995,0.87752005024665047,3
