# Time (s)
0.000679
# Mem(KB) tseries,means,norms,df,dg,profile,profileIndex,Total(MB)
0.39,0.28,0.28,0.28,0.28,0.28,0.28,0.00
# Profile Length
36
# i,tseries,profile,index
0,-1.15009999999999990,2.13291061170210261,26
1,-1.15369999999999995,2.25458103678745347,27
2,-1.15769999999999995,3.57599196105603667,28
3,-1.10359999999999991,4.28671855165562565,29
4,-1.13789999999999991,4.35034349681824484,30
5,-1.15559999999999996,4.39995909033380173,31
6,-1.11820000000000008,4.38420104458578130,32
7,-1.04459999999999997,4.15168855282154414,33
8,-1.07590000000000008,3.49747059522786374,12
9,-1.04370000000000007,3.01539518060091360,13
10,-1.08699999999999997,2.41413528240049846,14
11,-1.28810000000000002,1.97608669500093970,15
12,-1.29360000000000008,2.00793258317607481,16
13,-1.24910000000000010,1.87448871365463887,17
14,-1.27919999999999989,1.72397005801671832,18
15,-1.24429999999999996,1.49660763598397328,22
16,-1.28340000000000010,1.41100644213000970,20
17,-1.29990000000000006,1.26630805354489340,21
18,-1.21680000000000010,1.29527393957535808,22
19,-1.21209999999999996,1.57937880253243779,15
20,-1.18379999999999996,1.41100644213000970,16
21,-1.09820000000000007,1.26630805354489340,17
22,-0.54498999999999997,1.29527393957535808,18
23,-0.87970000000000004,3.36492880019433960,18
24,-0.67108999999999996,4.70992697687003936,17
25,-0.51644999999999996,4.09871801409147807,0
26,-0.24421999999999999,2.13291061170210261,0
27,-0.26008999999999999,2.25458103678745347,1
28,-0.19708999999999999,3.57599196105603667,2
29,-0.13583000000000001,4.20471731982292507,9
30,-0.08462799999999999,3.79907850469624853,10
31,0.04246100000000000,3.53917564893327219,11
32,0.05598800000000000,3.43563131164624291,12
33,0.35402000000000000,3.33592326354355828,13
34,0.38386999999999999,3.18062761982150555,14
35,0.36862000000000000,2.89635446379726957,15
